Italian_Word,English_Translation,Type,Category,Difficulty_Level
Ciao,Hello,Word,Basic Phrases,Beginner
Buongiorno,Good morning,Phrase,Basic Phrases,Intermediate
Buonasera,Good evening,Phrase,Basic Phrases,Intermediate
Buonanotte,Good night,Phrase,Basic Phrases,Intermediate
Salve,Hi,Word,Basic Phrases,Beginner
Arrivederci,Goodbye,Word,Basic Phrases,Beginner
A presto,See you soon,Phrase,Basic Phrases,Intermediate
Ci vediamo,See you,Phrase,Basic Phrases,Intermediate
Piacere,Nice to meet you,Phrase,Basic Phrases,Intermediate
Benvenuto,Welcome,Word,Basic Phrases,Beginner
Salutare,Greet,Word,Basic Phrases,Intermediate
Presentarsi,Introduce oneself,Phrase,Basic Phrases,Intermediate
Saluti,Cheers,Word,Basic Phrases,Intermediate
Bentornato,Welcome back,Phrase,Basic Phrases,Intermediate
Auguri,Best wishes,Word,Basic Phrases,Intermediate
Felicita,Happiness,Word,Basic Phrases,Intermediate
In bocca al lupo,Good luck,Phrase,Basic Phrases,Intermediate
Fortunato,Lucky,Word,Basic Phrases,Intermediate
Invitare,Invite,Word,Basic Phrases,Intermediate
Ringraziare,To Thank,Word,Basic Phrases,Intermediate
Grazie,Thank you,Phrase,Basic Phrases,Intermediate
Prego,You're welcome,Phrase,Basic Phrases,Intermediate
Scusarsi,Apologize,Word,Basic Phrases,Intermediate
Mi dispiace,I'm sorry,Phrase,Basic Phrases,Intermediate
Congratulazioni,Congratulations,Word,Basic Phrases,Intermediate
Complimenti,Compliments,Word,Basic Phrases,Intermediate
Phrase,Mi chiamo Luca,My name is Luca,Basic Phrases,Beginner
Baci,Kisses,Word,Basic Phrases,Intermediate
Abbracci,Hugs,Word,Basic Phrases,Intermediate
Sorridere,Smile,Word,Basic Phrases,Intermediate
Ridere,Laugh,Word,Basic Phrases,Intermediate
Sorriso,Smile,Word,Basic Phrases,Intermediate
Simpatico,Nice,Word,Basic Phrases,Intermediate
Gentile,Kind,Word,Basic Phrases,Intermediate
Amichevole,Friendly,Word,Basic Phrases,Intermediate
Carino,Cute,Word,Basic Phrases,Intermediate
Gioioso,Joyful,Word,Basic Phrases,Intermediate
Allegro,Cheerful,Word,Basic Phrases,Intermediate
Tranquillo,Relaxed,Word,Basic Phrases,Intermediate
Serenita,Serenity,Word,Basic Phrases,Intermediate
Affetto,Affection,Word,Basic Phrases,Intermediate
Accogliente,Welcoming,Word,Basic Phrases,Intermediate
Rallegrare,Cheer up,Word,Basic Phrases,Intermediate
Incantesimo,Enchantment,Word,Basic Phrases,Intermediate
Vibrante,Vibrant,Word,Basic Phrases,Intermediate
Radiante,Radiant,Word,Basic Phrases,Intermediate
Rassicurante,Reassuring,Word,Basic Phrases,Intermediate
Stupendo,Marvelous,Word,Basic Phrases,Intermediate
Affabile,Amiable,Word,Basic Phrases,Intermediate
Italian_Word,English_Translation,Type,Category,Difficulty_Level
Salve a tutti,Hello everyone,Phrase,Basic Phrases,Advanced
Buongiorno a voi,Good morning to you,Phrase,Basic Phrases,Advanced
Buonasera a tutti,Good evening everyone,Phrase,Basic Phrases,Advanced
Buonanotte a tutti,Good night to all,Phrase,Basic Phrases,Advanced
Ciao amici,Hello friends,Phrase,Basic Phrases,Advanced
Arrivederci amici,Goodbye friends,Phrase,Basic Phrases,Advanced
A presto ragazzi,See you soon guys,Phrase,Basic Phrases,Advanced
Ci vediamo domani,See you tomorrow,Phrase,Basic Phrases,Advanced
Piacere di conoscerti,Pleased to meet you,Phrase,Basic Phrases,Advanced
Benvenuti nel nostro gruppo,Welcome to our group,Phrase,Basic Phrases,Advanced
Salutiamo tutti,Let's greet everyone,Phrase,Basic Phrases,Advanced
Presentiamoci a tutti,Let's introduce ourselves to everyone,Phrase,Basic Phrases,Advanced
Un saluto a tutti voi,A greeting to all of you,Phrase,Basic Phrases,Advanced
Bentornato,Welcome back,Phrase,Basic Phrases,Advanced
Auguri di cuore,Heartfelt wishes,Phrase,Basic Phrases,Advanced
Felicita infinita,Infinite happiness,Phrase,Basic Phrases,Advanced
Buona fortuna a tutti,Good luck to everyone,Phrase,Basic Phrases,Advanced
Fortunati come te,Lucky like you,Phrase,Basic Phrases,Advanced
Vi invito a festeggiare,I invite you to celebrate,Phrase,Basic Phrases,Advanced
Ringraziamenti speciali,Special thanks,Phrase,Basic Phrases,Advanced
Grazie mille a tutti,Thank you all very much,Phrase,Basic Phrases,Advanced
Accogliete tutti,Welcome everyone,Phrase,Basic Phrases,Advanced
Scusami per il ritardo,Excuse me for being late,Phrase,Basic Phrases,Advanced
Mi scuso per l'inconveniente,I apologize for the inconvenience,Phrase,Basic Phrases,Advanced
Congratulazioni a tutti voi,Congratulations to all of you,Phrase,Basic Phrases,Advanced
Congratulazioni per il tuo successo,Congratulations on your success,Phrase,Basic Phrases,Advanced
Cordiali saluti a tutti,Kind regards to everyone,Phrase,Basic Phrases,Advanced
Più bello che mai,Nicer than ever,Phrase,Basic Phrases,Advanced
Più amichevole che mai,Friendlier than ever,Phrase,Basic Phrases,Advanced
Gentile come un angelo,Kind as an angel,Phrase,Basic Phrases,Advanced
Simpatico come sempre,Amiable as always,Phrase,Basic Phrases,Advanced
Un sorriso accogliente,A welcoming smile,Phrase,Basic Phrases,Advanced
Rallegra tutti,Cheer up everyone,Phrase,Basic Phrases,Advanced
Incantate il mondo con il vostro sorriso,Enchant the world with your smile,Phrase,Basic Phrases,Advanced
Vibrante di energia positiva,Vibrant with positive energy,Phrase,Basic Phrases,Advanced
Radiante di gioia,Radiant with joy,Phrase,Basic Phrases,Advanced
Rassicurante come un abbraccio,Reassuring as a hug,Phrase,Basic Phrases,Advanced
Stupendo come un sogno,Marvelous like a dream,Phrase,Basic Phrases,Advanced

uno,one,Word,numbers,Beginner
due,two,Word,numbers,Beginner
tre,three,Word,numbers,Beginner
quattro,four,Word,numbers,Beginner
cinque,five,Word,numbers,Beginner
sei,six,Word,numbers,Beginner
sette,seven,Word,numbers,Beginner
otto,eight,Word,numbers,Beginner
nove,nine,Word,numbers,Beginner
dieci,ten,Word,numbers,Beginner
undici,eleven,Word,numbers,Intermediate
dodici,twelve,Word,numbers,Intermediate
tredici,thirteen,Word,numbers,Intermediate
quattordici,fourteen,Word,numbers,Intermediate
quindici,fifteen,Word,numbers,Intermediate
sedici,sixteen,Word,numbers,Intermediate
diciassette,seventeen,Word,numbers,Intermediate
diciotto,eighteen,Word,numbers,Intermediate
diciannove,nineteen,Word,numbers,Intermediate
venti,twenty,Word,numbers,Intermediate
ventuno,twenty-one,Word,numbers,Intermediate
ventidue,twenty-two,Word,numbers,Intermediate
ventitré,twenty-three,Word,numbers,Intermediate
ventiquattro,twenty-four,Word,numbers,Intermediate
venticinque,twenty-five,Word,numbers,Intermediate
ventisei,twenty-six,Word,numbers,Advanced
ventisette,twenty-seven,Word,numbers,Advanced
ventotto,twenty-eight,Word,numbers,Advanced
ventinove,twenty-nine,Word,numbers,Advanced
trenta,thirty,Word,numbers,Intermediate
trentuno,thirty-one,Word,numbers,Intermediate
trentadue,thirty-two,Word,numbers,Intermediate
trentatré,thirty-three,Word,numbers,Intermediate
trentaquattro,thirty-four,Word,numbers,Intermediate
trentacinque,thirty-five,Word,numbers,Intermediate
trentasei,thirty-six,Word,numbers,Advanced
trentasette,thirty-seven,Word,numbers,Advanced
trentotto,thirty-eight,Word,numbers,Advanced
trentanove,thirty-nine,Word,numbers,Advanced
quaranta,forty,Word,numbers,Intermediate
quarantuno,forty-one,Word,numbers,Intermediate
quarantadue,forty-two,Word,numbers,Intermediate
quarantatré,forty-three,Word,numbers,Intermediate
quarantaquattro,forty-four,Word,numbers,Intermediate
quarantacinque,forty-five,Word,numbers,Intermediate
quarantasei,forty-six,Word,numbers,Advanced
quarantasette,forty-seven,Word,numbers,Advanced
quarantotto,forty-eight,Word,numbers,Advanced
quarantanove,forty-nine,Word,numbers,Advanced
cinquantasei,fifty-six,Word,numbers,Advanced
cinquantasette,fifty-seven,Word,numbers,Advanced
cinquantotto,fifty-eight,Word,numbers,Advanced
cinquantanove,fifty-nine,Word,numbers,Advanced
cinquanta,fifty,Word,numbers,Intermediate
cinquantuno,fifty-one,Word,numbers,Intermediate
cinquantadue,fifty-two,Word,numbers,Intermediate
cinquantatré,fifty-three,Word,numbers,Intermediate
cinquantaquattro,fifty-four,Word,numbers,Intermediate
cinquantacinque, fifty-five,Word,numbers,Intermediate
cinquantasei, fifty-six,Word,numbers,Intermediate
cinquantasette, fifty-seven,Word,numbers,Intermediate
cinquantotto, fifty-eight,Word,numbers,Intermediate
cinquantanove, fifty-nine,Word,numbers,Intermediate
sessanta,sixty,Word,numbers,Intermediate
sessantuno,sixty-one,Word,numbers,Intermediate
sessantadue,sixty-two,Word,numbers,Intermediate
sessantatré,sixty-three,Word,numbers,Intermediate
sessantaquattro, sixty-four,Word,numbers,Intermediate
sessantacinque, sixty-five,Word,numbers,Intermediate
sessantasei, sixty-six,Word,numbers,Intermediate
sessantasette, sixty-seven,Word,numbers,Intermediate
sessantotto, sixty-eight,Word,numbers,Intermediate
sessantanove, sixty-nine,Word,numbers,Intermediate
settanta,seventy,Word,numbers,Intermediate
settantuno,seventy-one,Word,numbers,Intermediate
settantadue,seventy-two,Word,numbers,Intermediate
settantatré,seventy-three,Word,numbers,Intermediate
settantaquattro, seventy-four,Word,numbers,Intermediate
settantacinque, seventy-five,Word,numbers,Intermediate
settantasei, seventy-six,Word,numbers,Intermediate
settantasette, seventy-seven,Word,numbers,Intermediate
settantotto, seventy-eight,Word,numbers,Intermediate
settantanove, seventy-nine,Word,numbers,Intermediate
ottanta,eighty,Word,numbers,Intermediate
ottantuno,eighty-one,Word,numbers,Intermediate
ottantadue,eighty-two,Word,numbers,Intermediate
ottantatré,eighty-three,Word,numbers,Intermediate
ottantaquattro, eighty-four,Word,numbers,Intermediate
ottantacinque, eighty-five,Word,numbers,Intermediate
ottantasei, eighty-six,Word,numbers,Intermediate
ottantasette, eighty-seven,Word,numbers,Intermediate
ottantotto, eighty-eight,Word,numbers,Intermediate
ottantanove, eighty-nine,Word,numbers,Intermediate
novanta,ninety,Word,numbers,Intermediate
novantuno,ninety-one,Word,numbers,Intermediate
novantadue,ninety-two,Word,numbers,Intermediate
novantatré,ninety-three,Word,numbers,Intermediate
novantaquattro, ninety-four,Word,numbers,Intermediate
novantacinque, ninety-five,Word,numbers,Intermediate
novantasei, ninety-six,Word,numbers,Intermediate
novantasette, ninety-seven,Word,numbers,Intermediate
novantotto, ninety-eight,Word,numbers,Intermediate
novantanove, ninety-nine,Word,numbers,Intermediate
cento,one hundred,Word,numbers,Advanced
centuno,one hundred and one,Word,numbers,Advanced
duecento,two hundred,Word,numbers,Advanced
trecento,three hundred,Word,numbers,Advanced
quattrocento,four hundred,Word,numbers,Advanced
cinquecento,five hundred,Word,numbers,Advanced
seicento,six hundred,Word,numbers,Advanced
settecento,seven hundred,Word,numbers,Advanced
ottocento,eight hundred,Word,numbers,Advanced
novecento,nine hundred,Word,numbers,Advanced
mille,one thousand,number,numbers,Advanced
duemila,two thousand,number,numbers,Advanced
tremila,three thousand,number,numbers,Advanced
quattromila,four thousand,number,numbers,Advanced
cinquemila,five thousand,number,numbers,Advanced
seimila,six thousand,number,numbers,Advanced
settemila,seven thousand,number,numbers,Advanced
ottomila,eight thousand,number,numbers,Advanced
novemila,nine thousand,number,numbers,Advanced
diecimila,ten thousand,number,numbers,Advanced
ventimila,twenty thousand,number,numbers,Advanced
trentamila,thirty thousand,number,numbers,Advanced
quarantamila,forty thousand,number,numbers,Advanced
cinquantamila,fifty thousand,number,numbers,Advanced
sessantamila,sixty thousand,number,numbers,Advanced
settantamila,seventy thousand,number,numbers,Advanced
ottantamila,eighty thousand,number,numbers,Advanced
novantamila,ninety thousand,number,numbers,Advanced
centomila,one hundred thousand,number,numbers,Advanced
duecentomila,two hundred thousand,number,numbers,Advanced
trecentomila,three hundred thousand,number,numbers,Advanced
quattrocentomila,four hundred thousand,number,numbers,Advanced
cinquecentomila,five hundred thousand,number,numbers,Advanced
seicentomila,six hundred thousand,number,numbers,Advanced
settecentomila,seven hundred thousand,number,numbers,Advanced
ottocentomila,eight hundred thousand,number,numbers,Advanced
novecentomila,nine hundred thousand,number,numbers,Advanced
un milione,one million,number,numbers,Advanced
due milioni,two million,number,numbers,Advanced
tre milioni,three million,number,numbers,Advanced
quattro milioni,four million,number,numbers,Advanced
cinque milioni,five million,number,numbers,Advanced
dieci milioni,ten million,number,numbers,Advanced
venti milioni,twenty million,number,numbers,Advanced
trenta milioni,thirty million,number,numbers,Advanced
quaranta milioni,forty million,number,numbers,Advanced
cinquanta milioni,fifty million,number,numbers,Advanced
sessanta milioni,sixty million,number,numbers,Advanced
settanta milioni,seventy million,number,numbers,Advanced
ottanta milioni,eighty million,number,numbers,Advanced
novanta milioni,ninety million,number,numbers,Advanced
un miliardo,one billion,word,numbers,advanced
due miliardi,two billion,word,numbers,advanced
tre miliardi,three billion,word,numbers,advanced
quattro miliardi,four billion,word,numbers,advanced
cinque miliardi,five billion,word,numbers,advanced
sei miliardi,six billion,word,numbers,advanced
sette miliardi,seven billion,word,numbers,advanced
otto miliardi,eight billion,word,numbers,advanced
nove miliardi,nine billion,word,numbers,advanced
dieci miliardi,ten billion,word,numbers,advanced
undici miliardi,eleven billion,word,numbers,advanced
dodici miliardi,twelve billion,word,numbers,advanced
tredici miliardi,thirteen billion,word,numbers,advanced
quattordici miliardi,fourteen billion,word,numbers,advanced
quindici miliardi,fifteen billion,word,numbers,advanced
sedici miliardi,sixteen billion,word,numbers,advanced
diciassette miliardi,seventeen billion,word,numbers,advanced
diciotto miliardi,eighteen billion,word,numbers,advanced
diciannove miliardi,nineteen billion,word,numbers,advanced
venti miliardi,twenty billion,word,numbers,advanced
ventuno miliardi,twenty-one billion,word,numbers,advanced
ventidue miliardi,twenty-two billion,word,numbers,advanced
ventitré miliardi,twenty-three billion,word,numbers,advanced
ventiquattro miliardi,twenty-four billion,word,numbers,advanced
venticinque miliardi,twenty-five billion,word,numbers,advanced
ventisei miliardi,twenty-six billion,word,numbers,advanced
ventisette miliardi,twenty-seven billion,word,numbers,advanced
ventotto miliardi,twenty-eight billion,word,numbers,advanced
ventinove miliardi,twenty-nine billion,word,numbers,advanced
trenta miliardi,thirty billion,word,numbers,advanced
trentuno miliardi,thirty-one billion,word,numbers,advanced
trentadue miliardi,thirty-two billion,word,numbers,advanced
trentatré miliardi,thirty-three billion,word,numbers,advanced
trentaquattro miliardi,thirty-four billion,word,numbers,advanced
trentacinque miliardi,thirty-five billion,word,numbers,advanced
trentasei miliardi,thirty-six billion,word,numbers,advanced
trentasette miliardi,thirty-seven billion,word,numbers,advanced
trentotto miliardi,thirty-eight billion,word,numbers,advanced
trentanove miliardi,thirty-nine billion,word,numbers,advanced
quaranta miliardi,forty billion,word,numbers,advanced
uno più uno fa due,one plus one equals two,phrase,numbers,Beginner
il doppio di tre è sei,double of three is six,phrase,numbers,Beginner
tre volte quattro fa dodici,three times four equals twelve,phrase,numbers,Beginner
il quadrato di cinque è venticinque,the square of five is twenty-five,phrase,numbers,Beginner
sei meno tre fa tre, six minus three equals three,phrase,numbers,Beginner
sette diviso due fa tre e mezzo,seven divided by two equals three and a half,phrase,numbers,Beginner
otto aumentato di quattro è dodici,eight increased by four is twelve,phrase,numbers,Beginner
la metà di nove è quattro e mezzo,the half of nine is four and a half,phrase,numbers,Beginner
dieci meno cinque fa cinque,ten minus five equals five,phrase,numbers,Beginner
l'uno percento di undici è zero virgola undici,one percent of eleven is zero point eleven,phrase,numbers,Intermediate
dodici diviso tre fa quattro,twelve divided by three equals four,phrase,numbers,Intermediate
il triplo di tredici è trentanove,the triple of thirteen is thirty-nine,phrase,numbers,Intermediate
quattordici diminuito di cinque fa nove,fourteen minus five equals nine,phrase,numbers,Intermediate
quindici aumentato di otto fa ventitré,fifteen increased by eight equals twenty-three,phrase,numbers,Intermediate
il quadrato di sedici è duecentocinquantasei,the square of sixteen is two hundred fifty-six,phrase,numbers,Intermediate
diciassette volte tre fa cinquantuno,seventeen times three equals fifty-one,phrase,numbers,Intermediate
il doppio di diciotto è trentasei,double of eighteen is thirty-six,phrase,numbers,Intermediate
diciannove diviso quattro fa quattro con resto tre,nineteen divided by four equals four with remainder three,phrase,numbers,Intermediate
venti meno sette fa tredici,twenty minus seven equals thirteen,phrase,numbers,Intermediate
ventuno aumentato di nove fa trenta,twenty-one increased by nine equals thirty,phrase,numbers,Intermediate
il quadrato di ventidue è quattrocentoventiquattro,the square of twenty-two is four hundred twenty-four,phrase,numbers,Intermediate
ventitré diminuito di dieci fa tredici,twenty-three minus ten equals thirteen,phrase,numbers,Intermediate
ventiquattro diviso tre fa otto, twenty-four divided by three equals eight,phrase,numbers,Intermediate
venticinque aumentato di sei fa trentuno,twenty-five increased by six equals thirty-one,phrase,numbers,Intermediate
trenta volte cinque fa centocinquanta,thirty times five equals one hundred fifty,phrase,numbers,Intermediate
trentuno meno nove fa ventidue,thirty-one minus nine equals twenty-two,phrase,numbers,Intermediate
la metà di trentadue è sedici,the half of thirty-two is sixteen,phrase,numbers,Intermediate
trentatré diviso due fa sedici e mezzo,thirty-three divided by two equals
Italian_Word,English_Translation,Type,Category,Difficulty_Level
quattro per quattro fa sedici,four times four equals sixteen,phrase,numbers,Intermediate
il quadrato di trentaquattro è millecentoventisei,the square of thirty-four is one thousand one hundred twenty-six,phrase,numbers,Intermediate
trentacinque diminuito di undici fa ventiquattro,thirty-five minus eleven equals twenty-four,phrase,numbers,Intermediate
ventisei diviso tre fa otto e due terzi,twenty-six divided by three equals eight and two-thirds,phrase,numbers,Intermediate
ventisette aumentato di quattordici fa quarantuno,twenty-seven increased by fourteen equals forty-one,phrase,numbers,Intermediate
il doppio di ventotto è cinquantasei,double of twenty-eight is fifty-six,phrase,numbers,Intermediate
ventinove meno quattordici fa quindici,twenty-nine minus fourteen equals fifteen,phrase,numbers,Intermediate
trenta diviso cinque fa sei,thirty divided by five equals six,phrase,numbers,Intermediate
trentuno aumentato di diciotto fa quarantanove,thirty-one increased by eighteen equals forty-nine,phrase,numbers,Intermediate
la metà di trentadue è sedici,the half of thirty-two is sixteen,phrase,numbers,Intermediate
trentatré diviso due fa sedici e mezzo,thirty-three divided by two equals sixteen and a half,phrase,numbers,Intermediate
trentaquattro diminuito di nove fa ventitre,thirty-four minus nine equals twenty-three,phrase,numbers,Intermediate
venticinque volte due fa cinquanta,twenty-five times two equals fifty,phrase,numbers,Intermediate
ventisei meno sette fa diciannove,twenty-six minus seven equals nineteen,phrase,numbers,Intermediate
ventisette aumentato di undici fa trentotto,twenty-seven increased by eleven equals thirty-eight,phrase,numbers,Intermediate
ventotto diviso quattro fa sette,twenty-eight divided by four equals seven,phrase,numbers,Intermediate
ventinove per tre fa ottantanove,twenty-nine times three equals eighty-nine,phrase,numbers,Intermediate
trenta meno quattordici fa sedici,thirty minus fourteen equals sixteen,phrase,numbers,Intermediate
trentuno aumentato di diciotto fa quarantanove,thirty-one increased by eighteen equals forty-nine,phrase,numbers,Intermediate
la metà di trentadue è sedici,the half of thirty-two is sixteen,phrase,numbers,Intermediate
trentatré diviso due fa sedici e mezzo,thirty-three divided by two equals sixteen and a half,phrase,numbers,Intermediate
trentaquattro diminuito di nove fa ventitre,thirty-four minus nine equals twenty-three,phrase,numbers,Intermediate
venticinque volte due fa cinquanta,twenty-five times two equals fifty,phrase,numbers,Intermediate
ventisei meno sette fa diciannove,twenty-six minus seven equals nineteen,phrase,numbers,Intermediate
ventisette aumentato di undici fa trentotto,twenty-seven increased by eleven equals thirty-eight,phrase,numbers,Intermediate
ventotto diviso quattro fa sette,twenty-eight divided by four equals seven,phrase,numbers,Intermediate
ventinove per tre fa ottantanove,twenty-nine times three equals eighty
Italian_Word,English_Translation,Type,Category,Difficulty_Level
novanta meno trentacinque fa cinquantacinque,ninety minus thirty-five equals fifty-five,phrase,numbers,Intermediate
ottantuno aumentato di diciotto fa novantanove,eighty-one increased by eighteen equals ninety-nine,phrase,numbers,Intermediate
la metà di ottantadue è quarantuno,the half of eighty-two is forty-one,phrase,numbers,Intermediate
ottantatré diviso due fa quarantuno e mezzo,eighty-three divided by two equals forty-one and a half,phrase,numbers,Intermediate
ottantaquattro diminuito di ventinove fa cinquantacinque,eighty-four minus twenty-nine equals fifty-five,phrase,numbers,Intermediate
ottantacinque volte due fa centosessanta-nove,eighty-five times two equals one hundred sixty-nine,phrase,numbers,Intermediate
ottantasei meno undici fa settantacinque,eighty-six minus eleven equals seventy-five,phrase,numbers,Intermediate
ottantasette aumentato di ventisei fa centotredici,eighty-seven increased by twenty-six equals one hundred thirteen,phrase,numbers,Intermediate
ottantotto diviso quattro fa ventidue,eighty-eight divided by four equals twenty-two,phrase,numbers,Intermediate
ottantanove per tre fa duecentosettantasette,eighty-nine times three equals two hundred seventy-seven,phrase,numbers,Intermediate
novanta diminuito di diciotto fa settantadue,ninety minus eighteen equals seventy-two,phrase,numbers,Intermediate
novantuno aumentato di quindici fa centosei,ninety-one increased by fifteen equals one hundred six,phrase,numbers,Intermediate
